iter	Logloss
488	0.06116515035
489	0.06105215532
490	0.06080388258
491	0.06073154472
492	0.06039446793
493	0.06031342175
494	0.05998734595
495	0.05978207566
496	0.05958367187
497	0.05936993546
498	0.05935743082
499	0.05902701681
500	0.05884520145
501	0.05830674246
502	0.0580960844
503	0.05803884908
504	0.05766817566
505	0.05735758771
506	0.05728580298
507	0.05722919565
508	0.05683299733
509	0.05679116319
510	0.05673085005
511	0.05653544922
512	0.05617174838
513	0.05611084355
514	0.05594977862
515	0.05586297332
516	0.05582264598
517	0.05578605943
518	0.05564932853
519	0.0556246288
520	0.05544622972
521	0.05518518934
522	0.05502138145
523	0.05500727728
524	0.05476567978
525	0.05458950975
526	0.05443991387
527	0.05429290037
528	0.05422558886
529	0.05410508632
530	0.05381715507
531	0.05366988506
532	0.05349043609
533	0.05339662039
534	0.05307344895
535	0.05267979612
536	0.05249494495
537	0.0523090308
538	0.0521096993
539	0.05205889515
540	0.05196221583
541	0.05192134939
542	0.05185727054
543	0.05171927221
544	0.05156660178
545	0.05142867091
546	0.05138866794
547	0.05108086362
548	0.0508748614
549	0.05072953261
550	0.05056937301
551	0.05056736149
552	0.05042839921
553	0.05023392897
554	0.05020365291
555	0.05010522815
556	0.04992304232
557	0.04975567327
558	0.0497220755
559	0.04941350739
560	0.04923132401
561	0.0492005969
562	0.04910627319
563	0.04907767008
564	0.04870931164
565	0.04865531164
566	0.04858293809
567	0.04846465642
568	0.04828280163
569	0.04804360121
570	0.0479004431
571	0.04777791869
572	0.0476641195
573	0.04760183239
574	0.04739244697
575	0.04723286428
576	0.04706715797
577	0.04695859612
578	0.0467529569
579	0.04651617368
580	0.04637622573
581	0.04624100345
582	0.04612000342
583	0.04607570485
584	0.04600723599
585	0.04590565179
586	0.04585931017
587	0.04578308685
588	0.04565154025
589	0.04554478142
590	0.04539749806
591	0.04506939284
592	0.04490713093
593	0.04475151102
594	0.04472288193
595	0.0446140935
596	0.04455503884
597	0.04445926999
598	0.04424385156
599	0.04409683908
600	0.04401921062
601	0.04393943722
602	0.04378121431
603	0.04375540147
604	0.0436708287
605	0.04346985091
606	0.04334175915
607	0.0432790075
608	0.04320663435
609	0.04316864175
610	0.04309578073
611	0.04296992353
612	0.04284631638
613	0.04281732557
614	0.04276754995
615	0.04267335911
616	0.0426290678
617	0.04255658345
618	0.04241521897
619	0.04237817352
620	0.04222388699
621	0.04219941644
622	0.04215692507
623	0.04214781719
624	0.04212539951
625	0.04203751514
626	0.04200844482
627	0.04188812208
628	0.04180372066
629	0.04164577669
630	0.04147554633
631	0.04137931809
632	0.04137874725
633	0.0413623166
634	0.04135834508
635	0.04122325944
636	0.04119538986
637	0.04115403345
638	0.04100191248
639	0.04094269515
640	0.04069022288
641	0.04052212071
642	0.04049552396
643	0.04042826802
644	0.04035210931
645	0.04028752401
646	0.04022522143
647	0.04022111156
648	0.04018233752
649	0.04008641726
650	0.03987546754
651	0.03987504147
652	0.03980349789
653	0.03973928502
654	0.03966307966
655	0.03956295589
656	0.03952624782
657	0.03942664297
658	0.03917541821
659	0.03905349463
660	0.0389601644
661	0.03883422976
662	0.03877344843
663	0.03868525555
664	0.03858793233
665	0.03848451877
666	0.0384836476
667	0.03839352467
668	0.03833243318
669	0.03793981297
670	0.03790619365
671	0.0378496895
672	0.03776526264
673	0.03771609194
674	0.03758256302
675	0.03753865107
676	0.03744584113
677	0.03739042417
678	0.0373158815
679	0.03727305193
680	0.03711221344
681	0.03700896482
682	0.03682790306
683	0.03671854163
684	0.03635151423
685	0.03616371414
686	0.03609190132
687	0.03598358914
688	0.03584600564
689	0.03579758451
690	0.03571852766
691	0.03571554141
692	0.03567495677
693	0.0356156429
694	0.03552606018
695	0.03551925121
696	0.03548061562
697	0.03544243192
698	0.03537162961
699	0.0352862068
700	0.03518012173
701	0.0349340757
702	0.03478073175
703	0.03472158032
704	0.0346717099
705	0.03459049756
706	0.03440666649
707	0.03431417195
708	0.03421657849
709	0.03414590274
710	0.0341091328
711	0.03403392408
712	0.03395743491
713	0.03377721113
714	0.03375427914
715	0.03369808621
716	0.03367186472
717	0.03359572242
718	0.03354496457
719	0.03348321891
720	0.03336518705
721	0.03326381269
722	0.03321853289
723	0.03320858726
724	0.03318418098
725	0.03308664917
726	0.03300094572
727	0.03287744314
728	0.0328239869
729	0.03269607893
730	0.03269319604
731	0.03262300278
732	0.03254444417
733	0.03249188759
734	0.0324899499
735	0.03241217456
736	0.03225599632
737	0.03218481878
738	0.03212182283
739	0.03208810535
740	0.03194011254
741	0.03186404478
742	0.03179136859
743	0.03174377096
744	0.03165686512
745	0.03162339305
746	0.03145139957
747	0.03141057807
748	0.03135642731
749	0.03130519278
750	0.03126161949
751	0.03116492605
752	0.0311111283
753	0.03107723452
754	0.03098012167
755	0.03090713285
756	0.03083280724
757	0.03077178412
758	0.03067635386
759	0.03063399703
760	0.03058263127
761	0.03055997499
762	0.03054286167
763	0.03046405461
764	0.03043229656
765	0.03034894937
766	0.03030285672
767	0.03014519699
768	0.03013710606
769	0.0300947798
770	0.03009315145
771	0.03001614221
772	0.03000179587
773	0.02983427542
774	0.02977755248
775	0.0297055209
776	0.02960585231
777	0.02951619579
778	0.02950914879
779	0.02944640649
780	0.02942143371
781	0.029283626
782	0.02925161093
783	0.02922192492
784	0.02919749968
785	0.02911555709
786	0.02898716017
787	0.02894556059
788	0.02888120093
789	0.02886445623
790	0.02884999237
791	0.02880855069
792	0.02877347395
793	0.02876940391
794	0.02868920217
795	0.02862403161
796	0.02858055279
797	0.02845789719
798	0.02839415699
799	0.02832398267
800	0.02827566323
801	0.02826449247
802	0.02825603401
803	0.02822001199
804	0.02815501717
805	0.02810964404
806	0.02804015293
807	0.02800360562
808	0.02794139066
809	0.02790423152
810	0.02785946233
811	0.02780831539
812	0.027775015
813	0.02774115856
814	0.02767546788
815	0.02762155467
816	0.02758542623
817	0.02754523396
818	0.02753713946
819	0.02751180099
820	0.02743104012
821	0.02737786788
822	0.02735402911
823	0.02730341357
824	0.02728803655
825	0.02726073662
826	0.02722177549
827	0.02721702626
828	0.0271733239
829	0.02717159754
830	0.02714191583
831	0.02706873117
832	0.02701758269
833	0.026996844
834	0.02698515148
835	0.02692219185
836	0.02691960927
837	0.02690945628
838	0.02687371968
839	0.02684743551
840	0.02681213232
841	0.02675436346
842	0.02674082838
843	0.02670799391
844	0.0266642602
845	0.02663936303
846	0.02656955452
847	0.02656871778
848	0.02654868854
849	0.02649556236
850	0.02644194954
851	0.02637542311
852	0.02635870555
853	0.02629717685
854	0.02628620875
855	0.02627263773
856	0.02619769509
857	0.02613089398
858	0.02602427434
859	0.02601672892
860	0.02591089863
861	0.02581466574
862	0.02581247307
863	0.02573339952
864	0.02568433003
865	0.02564584169
866	0.02559895748
867	0.02557581183
868	0.02552059338
869	0.02550790774
870	0.02549709111
871	0.02541701218
872	0.02537297075
873	0.02533681916
874	0.02527663994
875	0.02524323649
876	0.0251930544
877	0.02517515424
878	0.02517396924
879	0.02510403254
880	0.02505083426
881	0.02501815873
882	0.02498223841
883	0.02496492127
884	0.02495010783
885	0.02483941097
886	0.02480834563
887	0.02473167598
888	0.02469238947
889	0.02463134662
890	0.02458413617
891	0.02454322507
892	0.02452320763
893	0.02452302101
894	0.02451549371
895	0.02448417633
896	0.02448338039
897	0.02443415674
898	0.02441425747
899	0.0243543895
900	0.02433869198
901	0.0242568547
902	0.02424033683
903	0.02420950592
904	0.02404279945
905	0.02400819587
906	0.02399166105
907	0.02398503718
908	0.02395752708
909	0.02393444164
910	0.02390689104
911	0.02387149735
912	0.02380073211
913	0.02370967118
914	0.0236506834
915	0.02362350075
916	0.02360904464
917	0.02359109618
918	0.02356100601
919	0.02355983928
920	0.02350511081
921	0.0235034571
922	0.02344100883
923	0.02338223413
924	0.02331643207
925	0.0232758727
926	0.0231791855
927	0.02314949824
928	0.02313272254
929	0.02311559207
930	0.02301871453
931	0.02298102382
932	0.02298078705
933	0.02293869259
934	0.02291438803
935	0.02287247975
936	0.02284743562
937	0.02281839729
938	0.02280868272
939	0.02279592098
940	0.02277856913
941	0.02275667525
942	0.02266652944
943	0.02261023842
944	0.02257727225
945	0.02255196464
946	0.02252607463
947	0.0224907804
948	0.02240031877
949	0.02238191403
950	0.0223705393
951	0.022350168
952	0.02222899805
953	0.02220607683
954	0.02220100951
955	0.02214317389
956	0.02212268906
957	0.0220766561
958	0.02205214664
959	0.0220307918
960	0.02194633752
961	0.02193976979
962	0.02191874644
963	0.02191251591
964	0.02191163714
965	0.02183382789
966	0.02176175916
967	0.0217450999
968	0.0217138291
969	0.02171234902
970	0.02168378162
971	0.02167904204
972	0.02164527087
973	0.02161612328
974	0.02159882643
975	0.02158023525
976	0.0215554365
977	0.02146391959
978	0.02143808584
979	0.02140646687
980	0.02136825772
981	0.02132793685
982	0.02130465187
983	0.02130058044
984	0.02126252388
985	0.02123764412
986	0.021206428
987	0.02109330934
988	0.02109162186
989	0.02106303817
990	0.02103077394
991	0.0209787393
992	0.02093084407
993	0.02082250839
994	0.02074172227
995	0.02071137039
996	0.02070201106
997	0.0206776181
998	0.02063192811
999	0.02054220751
1000	0.02052471743
1001	0.02051047218
1002	0.02044502855
1003	0.02042169169
1004	0.02040322372
1005	0.02039651555
1006	0.02035854853
1007	0.02034140101
1008	0.02032747536
1009	0.02029605228
1010	0.02025570571
1011	0.02024021631
1012	0.02020179091
1013	0.02014697781
1014	0.02013512836
1015	0.02008430897
1016	0.02006897128
1017	0.02002167154
1018	0.02000641568
1019	0.02000275243
1020	0.01996780347
1021	0.01992894143
1022	0.01991355604
1023	0.01989771905
1024	0.01989482257
1025	0.01980947568
1026	0.01978661852
1027	0.01975897914
1028	0.0197436151
1029	0.01972083059
1030	0.01970668329
1031	0.01967710706
1032	0.01966016351
1033	0.01963361036
1034	0.01958106451
1035	0.0195676585
1036	0.01955112038
1037	0.01951755601
1038	0.01947182923
1039	0.01944468656
1040	0.01944210241
1041	0.01941424191
1042	0.01938951591
1043	0.01935777191
1044	0.01932681829
1045	0.01932568388
1046	0.01932213406
1047	0.01928898295
1048	0.01925979851
1049	0.01925725285
1050	0.01923307644
1051	0.01919140965
1052	0.01915604773
1053	0.01914100099
1054	0.01913923046
1055	0.01911400843
1056	0.01910269852
1057	0.01908241485
1058	0.01903756232
1059	0.01903691374
1060	0.01901814227
1061	0.01899464439
1062	0.01890166034
1063	0.01887567096
1064	0.01883949434
1065	0.01881619081
1066	0.01880439857
1067	0.01880301959
1068	0.01878045029
1069	0.01876346057
1070	0.01873379328
1071	0.01872940165
1072	0.0187228328
1073	0.01871295846
1074	0.01864752528
1075	0.01859546731
1076	0.01856896463
1077	0.01856364939
1078	0.01852679737
1079	0.01851929313
1080	0.01851083435
1081	0.01846846042
1082	0.0184502806
1083	0.01838527594
1084	0.0183497585
1085	0.01831396901
1086	0.01825771976
1087	0.01821814515
1088	0.01820198495
1089	0.01817282632
1090	0.01817086414
1091	0.01814362673
1092	0.01814286676
1093	0.01813014855
1094	0.0181184259
1095	0.01809769451
1096	0.01808561852
1097	0.01806906818
1098	0.01803128483
1099	0.01802698904
1100	0.01799780254
1101	0.01798589553
1102	0.0179574131
1103	0.01793271176
1104	0.01787923359
1105	0.01786323044
1106	0.01784943413
1107	0.01782205105
1108	0.01780285546
1109	0.01780244265
1110	0.01774243228
1111	0.01772064518
1112	0.01767254443
1113	0.01764360018
1114	0.01761422627
1115	0.01760649821
1116	0.01759519925
1117	0.0174933966
1118	0.01748397795
1119	0.01746961799
1120	0.01745125524
1121	0.01744741314
1122	0.01740044368
1123	0.01736994967
1124	0.01735399086
1125	0.0173427877
1126	0.01732223322
1127	0.01732166838
1128	0.01730726749
1129	0.01729957451
1130	0.01727480356
1131	0.01723569157
1132	0.01722577617
1133	0.01719960679
1134	0.01718815656
1135	0.017165664
1136	0.01713547489
1137	0.01713266391
1138	0.01711658103
1139	0.01702349113
1140	0.01696325235
1141	0.01694178801
1142	0.01689864117
1143	0.01688075279
1144	0.01684876945
1145	0.01684815652
1146	0.01684055918
1147	0.01681915074
1148	0.01681199548
1149	0.01678799372
1150	0.0167783764
1151	0.01676538083
1152	0.01676485011
1153	0.01673748448
1154	0.01671238637
1155	0.0166824624
1156	0.01666722853
1157	0.01665457886
1158	0.01663358475
1159	0.01661250223
1160	0.0165863307
1161	0.01655012367
1162	0.0165385871
1163	0.01652368892
1164	0.01649874838
1165	0.01648690546
1166	0.01648096544
1167	0.01646012471
1168	0.01644601749
1169	0.01643000189
1170	0.0164097363
1171	0.01634481338
1172	0.01631711519
1173	0.01630548004
1174	0.01629486531
1175	0.01628277623
1176	0.01627616815
1177	0.01626914809
1178	0.0162529882
1179	0.01623931628
1180	0.01622586865
1181	0.01618348487
1182	0.01617943927
1183	0.0161626532
1184	0.01616104162
1185	0.01613965889
1186	0.0161086951
1187	0.016094335
1188	0.01608216507
1189	0.01605168066
1190	0.01605065066
1191	0.01604003811
1192	0.016015213
1193	0.01600221263
1194	0.01597465438
1195	0.0159709415
1196	0.01595434303
1197	0.01595337213
1198	0.0159420565
1199	0.01593848155
1200	0.01592108589
1201	0.01590923011
1202	0.01588120872
1203	0.01586971511
1204	0.01585099724
1205	0.01584849587
1206	0.01582379333
1207	0.01582154949
1208	0.01579101532
1209	0.01577921848
1210	0.01576322834
1211	0.0157577971
1212	0.01573511762
1213	0.015726072
1214	0.01571574698
1215	0.0156960774
1216	0.01568906344
1217	0.01568067169
1218	0.01566723228
1219	0.01564625662
1220	0.01562202803
1221	0.0156148413
1222	0.01559379042
1223	0.01555165849
1224	0.01552749024
1225	0.01552348369
1226	0.0155031023
1227	0.01549713875
1228	0.01549321726
1229	0.01547171158
1230	0.01546438872
1231	0.01545665093
1232	0.01544175902
1233	0.01544095356
1234	0.01540722068
1235	0.01536229017
1236	0.0153496115
1237	0.01532374107
1238	0.01528772148
1239	0.0152678417
1240	0.01526452297
1241	0.01524434964
1242	0.01522203082
1243	0.01519860663
1244	0.01518883708
1245	0.01517856925
1246	0.01515133485
1247	0.0151195871
1248	0.01511639948
1249	0.01509533314
1250	0.01508335026
1251	0.01506123172
1252	0.01504540389
1253	0.01500676277
1254	0.01499586225
1255	0.01498222118
1256	0.01495674286
1257	0.01493858271
1258	0.01490876424
1259	0.01490550577
1260	0.01485430497
1261	0.01483589524
1262	0.01481568766
1263	0.014814482
1264	0.01480254896
1265	0.01478182371
1266	0.01475208281
1267	0.01472728615
1268	0.01472630566
1269	0.01471148493
1270	0.01471127647
1271	0.01468218449
1272	0.01468028667
1273	0.01467838946
1274	0.01466620876
1275	0.01465729825
1276	0.01460956855
1277	0.01459862402
1278	0.01458793499
1279	0.01458450011
1280	0.01457467577
1281	0.01456793388
1282	0.01456792508
1283	0.01454549902
1284	0.01454274492
1285	0.01454274386
1286	0.01453841601
1287	0.01452754972
1288	0.01451877313
1289	0.01446605484
1290	0.01446194577
1291	0.0144510356
1292	0.014440892
1293	0.01439735147
1294	0.01438728954
1295	0.01438484335
1296	0.01436931399
1297	0.01435504311
1298	0.01433202991
1299	0.01433134409
1300	0.01432810581
1301	0.01431228878
1302	0.01428453131
1303	0.01427101015
1304	0.0142662628
1305	0.01420879221
1306	0.01419946952
1307	0.01418013688
1308	0.01415605983
1309	0.01415362858
1310	0.01413599591
1311	0.01411472406
1312	0.01411107663
1313	0.01410003974
1314	0.01409771613
1315	0.01408912924
1316	0.01406767988
1317	0.01402393026
1318	0.01400186924
1319	0.01398218753
1320	0.01395597897
1321	0.01394395495
1322	0.0139186006
1323	0.01389746885
1324	0.01388970406
1325	0.01387157236
1326	0.01384713592
1327	0.01382361609
1328	0.013812599
1329	0.0137714286
1330	0.0137414434
1331	0.01373066212
1332	0.01372108588
1333	0.01370004811
1334	0.01367984983
1335	0.01365561846
1336	0.01363753086
1337	0.01362511259
1338	0.01358235152
1339	0.01355961098
1340	0.01353168822
1341	0.01351625579
1342	0.01348796533
1343	0.01347899926
1344	0.01346178281
1345	0.01346005282
1346	0.01343251545
1347	0.01342571477
1348	0.0134040902
1349	0.0133869492
1350	0.01338314082
1351	0.01333423995
1352	0.0132803769
1353	0.01326698088
1354	0.01326437918
1355	0.01325770321
1356	0.01325623987
1357	0.01324536821
1358	0.01324505002
1359	0.01324141491
1360	0.0132362059
1361	0.01322062372
1362	0.01320024828
1363	0.01317979732
1364	0.01316265265
1365	0.01316172065
1366	0.01315714599
1367	0.01314779802
1368	0.01314563761
1369	0.01311994859
1370	0.01311558918
1371	0.01311402746
1372	0.01309854205
1373	0.01307574963
1374	0.01304425147
1375	0.01302064948
1376	0.0129945271
1377	0.01296690684
1378	0.0129571895
1379	0.01295695125
1380	0.01294670502
1381	0.01293716787
1382	0.0129341669
1383	0.01291837953
1384	0.01290945361
1385	0.01289239608
1386	0.01287719212
1387	0.01287306423
1388	0.01284238914
1389	0.01283633966
1390	0.01280534411
1391	0.01277536213
1392	0.01277426525
1393	0.01276610815
1394	0.01274973144
1395	0.0127497293
1396	0.01270630384
1397	0.01267787672
1398	0.01266546991
1399	0.01266546107
1400	0.01265841637
1401	0.01265499429
1402	0.01260262331
1403	0.01257750288
1404	0.01256830255
1405	0.01256453522
1406	0.01254315974
1407	0.0125399878
1408	0.01253539937
1409	0.01252067115
1410	0.01249289549
1411	0.01249103598
1412	0.01247715803
1413	0.01245488371
1414	0.01244633801
1415	0.01242583629
1416	0.01242582364
1417	0.01241847186
1418	0.01241533581
1419	0.01237994816
1420	0.01236551435
1421	0.01232809984
1422	0.01232053354
1423	0.01231397876
1424	0.01230118453
1425	0.01228371426
1426	0.01227009517
1427	0.01226304782
1428	0.01223927075
1429	0.0122322522
1430	0.01222235381
1431	0.01220331762
1432	0.01219522196
1433	0.01218747616
1434	0.01217516346
1435	0.01217337881
1436	0.01216381616
1437	0.01212820554
1438	0.01212232254
1439	0.01212138118
1440	0.01208911173
1441	0.01208192068
1442	0.01207969669
1443	0.01207563896
1444	0.01207353672
1445	0.012061554
1446	0.01204431665
1447	0.01202776133
1448	0.0120272637
1449	0.01202249705
1450	0.01201717597
1451	0.01200716211
1452	0.01200375182
1453	0.01200064519
1454	0.01198803806
1455	0.01198749481
1456	0.01197887531
1457	0.01192798044
1458	0.01189887258
1459	0.01189148289
1460	0.01188918311
1461	0.01187433883
1462	0.01186984754
1463	0.01186527047
1464	0.01185050946
1465	0.01182455416
1466	0.01178022711
1467	0.01177821022
1468	0.01177376384
1469	0.01177244681
1470	0.01176547612
1471	0.01174082321
1472	0.0117365454
1473	0.01171895199
1474	0.0116998179
1475	0.01166703182
1476	0.01165493894
1477	0.01165257056
1478	0.0116275682
1479	0.01161087862
1480	0.01159295117
1481	0.011586649
1482	0.01158025471
1483	0.01157092807
1484	0.01155939211
1485	0.01155067294
1486	0.01153879703
1487	0.01153864987
1488	0.01151526669
1489	0.01150018265
1490	0.01149422539
1491	0.01148550115
1492	0.0114780392
1493	0.01144199761
1494	0.01143425297
1495	0.01143425259
1496	0.01140482526
1497	0.01137456574
1498	0.01136177563
1499	0.01135023077
1500	0.0113304262
1501	0.01130026064
1502	0.01128141342
