iter	Passed	Remaining
1696	5385	26348
1697	5396	26386
1698	5401	26390
1699	5413	26430
1700	5423	26458
1701	5434	26495
1702	5444	26525
1703	5457	26568
1704	5464	26584
1705	5474	26616
1706	5482	26635
1707	5492	26666
1708	5499	26680
1709	5510	26715
1710	5519	26739
1711	5526	26754
1712	5533	26771
1713	5540	26784
1714	5549	26807
1715	5558	26832
1716	5562	26832
1717	5572	26862
1718	5580	26881
1719	5587	26898
1720	5593	26906
1721	5602	26934
1722	5611	26956
1723	5621	26985
1724	5627	26993
1725	5633	27007
1726	5643	27036
1727	5653	27065
1728	5659	27074
1729	5668	27098
1730	5677	27120
1731	5686	27146
1732	5692	27156
1733	5700	27176
1734	5710	27201
1735	5718	27222
1736	5726	27240
1737	5737	27275
1738	5744	27291
1739	5755	27320
1740	5763	27339
1741	5772	27362
1742	5783	27398
1743	5798	27449
1744	5818	27523
1745	5832	27571
1746	5841	27593
1747	5850	27621
1748	5859	27643
1749	5867	27660
1750	5874	27673
1751	5886	27713
1752	5894	27729
1753	5904	27758
1754	5914	27785
1755	5921	27800
1756	5931	27825
1757	5937	27835
1758	5949	27874
1759	5957	27891
1760	5969	27930
1761	5981	27967
1762	5993	28001
1763	6000	28015
1764	6009	28040
1765	6019	28067
1766	6032	28106
1767	6045	28150
1768	6054	28171
1769	6064	28195
1770	6079	28249
1771	6086	28262
1772	6099	28300
1773	6109	28331
1774	6118	28353
1775	6128	28378
1776	6138	28404
1777	6148	28431
1778	6160	28467
1779	6168	28484
1780	6178	28513
1781	6187	28534
1782	6199	28569
1783	6210	28600
1784	6218	28618
1785	6231	28659
1786	6248	28718
1787	6261	28760
1788	6272	28790
1789	6280	28805
1790	6296	28860
1791	6309	28898
1792	6318	28919
1793	6329	28950
1794	6339	28976
1795	6347	28996
1796	6362	29045
1797	6373	29075
1798	6386	29113
1799	6395	29136
1800	6406	29167
1801	6421	29214
1802	6430	29234
1803	6447	29293
1804	6459	29326
1805	6470	29359
1806	6485	29404
1807	6499	29448
1808	6508	29469
1809	6527	29533
1810	6537	29560
1811	6548	29591
1812	6557	29612
1813	6565	29630
1814	6574	29649
1815	6586	29681
1816	6594	29699
1817	6607	29736
1818	6618	29767
1819	6631	29804
1820	6640	29824
1821	6647	29838
1822	6654	29850
1823	6666	29884
1824	6679	29920
1825	6694	29965
1826	6703	29989
1827	6713	30010
1828	6723	30038
1829	6742	30101
1830	6753	30128
1831	6769	30182
1832	6781	30215
1833	6794	30252
1834	6803	30272
1835	6819	30323
1836	6841	30399
1837	6859	30459
1838	6869	30484
1839	6880	30515
1840	6896	30565
1841	6906	30589
1842	6917	30617
1843	6925	30633
1844	6935	30657
1845	6948	30691
1846	6960	30724
1847	6969	30745
1848	6980	30770
1849	6987	30783
1850	6995	30797
1851	7007	30831
1852	7015	30842
1853	7025	30869
1854	7034	30886
1855	7048	30926
1856	7056	30944
1857	7066	30964
1858	7078	31000
1859	7091	31033
1860	7106	31082
1861	7116	31104
1862	7128	31134
1863	7136	31150
1864	7144	31163
1865	7156	31195
1866	7167	31220
1867	7174	31232
1868	7185	31261
1869	7196	31288
1870	7205	31305
1871	7221	31356
1872	7234	31389
1873	7245	31418
1874	7263	31476
1875	7271	31487
1876	7279	31503
1877	7290	31529
1878	7302	31559
1879	7309	31572
1880	7323	31609
1881	7331	31625
1882	7340	31642
1883	7350	31663
1884	7363	31698
1885	7372	31716
1886	7384	31747
1887	7396	31780
1888	7407	31806
1889	7416	31824
1890	7428	31856
1891	7441	31888
1892	7453	31922
1893	7467	31957
1894	7479	31990
1895	7489	32012
1896	7499	32033
1897	7510	32062
1898	7517	32070
1899	7529	32099
1900	7537	32114
1901	7546	32131
1902	7558	32160
1903	7565	32167
1904	7575	32191
1905	7583	32204
1906	7597	32240
1907	7610	32276
1908	7624	32316
1909	7639	32358
1910	7651	32386
1911	7664	32420
1912	7679	32462
1913	7692	32497
1914	7706	32537
1915	7714	32549
1916	7724	32570
1917	7738	32609
1918	7745	32618
1919	7757	32647
1920	7765	32659
1921	7774	32674
1922	7786	32706
1923	7795	32721
1924	7804	32740
1925	7817	32772
1926	7824	32779
1927	7837	32813
1928	7853	32858
1929	7870	32908
1930	7881	32934
1931	7894	32967
1932	7909	33008
1933	7921	33036
1934	7933	33066
1935	7946	33098
1936	7952	33101
1937	7959	33111
1938	7969	33132
1939	7980	33156
1940	7988	33166
1941	7997	33184
1942	8011	33221
1943	8018	33229
1944	8030	33255
1945	8037	33263
1946	8051	33300
1947	8069	33353
1948	8082	33387
1949	8100	33439
1950	8112	33467
1951	8124	33495
1952	8133	33514
1953	8144	33536
1954	8156	33565
1955	8165	33581
1956	8175	33600
1957	8186	33625
1958	8201	33664
1959	8213	33691
1960	8228	33732
1961	8235	33739
1962	8248	33769
1963	8262	33805
1964	8272	33825
1965	8286	33862
1966	8297	33886
1967	8313	33931
1968	8326	33960
1969	8337	33985
1970	8350	34015
1971	8359	34031
1972	8369	34050
1973	8378	34064
1974	8389	34087
1975	8399	34109
1976	8410	34129
1977	8418	34141
1978	8426	34151
1979	8435	34169
1980	8445	34185
1981	8456	34211
1982	8466	34227
1983	8475	34242
1984	8487	34270
1985	8496	34286
1986	8507	34306
1987	8517	34328
1988	8525	34339
1989	8538	34368
1990	8546	34380
1991	8555	34394
1992	8563	34403
1993	8574	34427
1994	8586	34455
1995	8598	34479
1996	8606	34489
1997	8615	34504
1998	8624	34518
1999	8637	34551
2000	8651	34584
2001	8665	34619
2002	8674	34632
2003	8684	34652
2004	8697	34682
2005	8708	34703
2006	8721	34733
2007	8732	34755
2008	8741	34770
2009	8758	34816
2010	8768	34834
2011	8778	34850
2012	8786	34862
2013	8800	34895
2014	8815	34935
2015	8827	34960
2016	8838	34979
2017	8845	34987
2018	8852	34993
2019	8863	35014
2020	8881	35063
2021	8897	35105
2022	8913	35146
2023	8930	35193
2024	8939	35205
2025	8946	35212
2026	8955	35225
2027	8969	35260
2028	8983	35290
2029	8997	35326
2030	9009	35348
2031	9020	35371
2032	9042	35436
2033	9058	35477
2034	9067	35491
2035	9088	35551
2036	9102	35584
2037	9114	35608
2038	9127	35637
2039	9140	35664
2040	9150	35684
2041	9161	35704
2042	9172	35723
2043	9186	35757
2044	9197	35778
2045	9205	35788
2046	9218	35814
2047	9228	35831
2048	9242	35864
2049	9254	35891
2050	9269	35925
2051	9282	35955
2052	9292	35970
2053	9306	36003
2054	9320	36033
2055	9336	36074
2056	9351	36108
2057	9367	36150
2058	9379	36175
2059	9395	36213
2060	9407	36238
2061	9421	36268
2062	9436	36304
2063	9448	36328
2064	9459	36348
2065	9471	36374
2066	9484	36401
2067	9497	36430
2068	9504	36434
2069	9517	36459
2070	9526	36474
2071	9536	36490
2072	9547	36508
2073	9553	36509
2074	9563	36523
2075	9569	36526
2076	9582	36555
2077	9596	36585
2078	9605	36596
2079	9618	36624
2080	9627	36637
2081	9642	36670
2082	9650	36677
2083	9660	36695
2084	9669	36705
2085	9677	36713
2086	9686	36725
2087	9695	36739
2088	9705	36754
2089	9712	36759
2090	9724	36781
2091	9731	36785
2092	9739	36795
2093	9751	36815
2094	9758	36821
2095	9766	36829
2096	9775	36840
2097	9781	36842
2098	9790	36854
2099	9799	36865
2100	9810	36882
2101	9817	36889
2102	9827	36905
2103	9839	36924
2104	9845	36927
2105	9856	36946
2106	9866	36962
2107	9874	36968
2108	9883	36980
2109	9895	37000
2110	9906	37020
2111	9919	37049
2112	9933	37078
2113	9946	37105
2114	9959	37130
2115	9967	37138
2116	9975	37146
2117	9982	37150
2118	9988	37151
2119	9997	37162
2120	10005	37169
2121	10016	37188
2122	10027	37206
2123	10037	37219
2124	10046	37230
2125	10053	37233
2126	10063	37250
2127	10074	37267
2128	10083	37277
2129	10091	37284
2130	10100	37297
2131	10109	37308
2132	10116	37312
2133	10123	37315
2134	10132	37327
2135	10141	37336
2136	10150	37349
2137	10166	37384
2138	10175	37396
2139	10181	37396
2140	10189	37400
2141	10196	37407
2142	10204	37411
2143	10213	37422
2144	10223	37436
2145	10234	37456
2146	10244	37470
2147	10256	37493
2148	10264	37500
2149	10272	37506
2150	10280	37511
2151	10290	37528
2152	10300	37542
2153	10324	37607
2154	10332	37614
2155	10340	37621
2156	10347	37624
2157	10358	37641
2158	10367	37653
2159	10379	37673
2160	10393	37701
2161	10404	37718
2162	10411	37723
2163	10424	37746
2164	10434	37760
2165	10440	37762
2166	10449	37771
2167	10458	37783
2168	10467	37790
2169	10474	37795
2170	10486	37817
2171	10496	37828
2172	10506	37843
2173	10514	37849
2174	10522	37857
2175	10529	37859
2176	10538	37870
2177	10547	37880
2178	10558	37898
2179	10568	37911
2180	10575	37914
2181	10582	37916
2182	10588	37916
2183	10595	37916
2184	10603	37926
2185	10614	37943
2186	10622	37947
2187	10630	37956
2188	10638	37962
2189	10647	37970
2190	10655	37977
2191	10667	37997
2192	10675	38005
2193	10684	38013
2194	10691	38017
2195	10703	38038
2196	10713	38050
2197	10721	38057
2198	10728	38061
2199	10735	38062
2200	10748	38085
2201	10755	38087
2202	10767	38108
2203	10778	38125
2204	10786	38131
2205	10793	38135
2206	10800	38138
2207	10813	38161
2208	10821	38166
2209	10830	38174
2210	10838	38180
2211	10848	38196
2212	10858	38207
2213	10867	38216
2214	10875	38225
2215	10883	38228
2216	10894	38245
2217	10902	38253
2218	10917	38282
2219	10931	38309
2220	10946	38340
2221	10958	38358
2222	10972	38387
2223	10986	38414
2224	11003	38449
2225	11011	38456
2226	11021	38468
2227	11031	38480
2228	11041	38493
2229	11050	38503
2230	11061	38517
2231	11072	38536
2232	11080	38541
2233	11088	38547
2234	11098	38560
2235	11107	38566
2236	11117	38579
2237	11136	38623
2238	11143	38628
2239	11151	38632
2240	11161	38646
2241	11174	38667
2242	11183	38675
2243	11195	38694
2244	11203	38699
2245	11218	38728
2246	11225	38733
2247	11236	38746
2248	11245	38758
2249	11254	38764
2250	11262	38772
2251	11279	38807
2252	11295	38838
2253	11306	38855
2254	11321	38886
2255	11340	38928
2256	11351	38944
2257	11370	38987
2258	11384	39010
2259	11402	39051
2260	11413	39067
2261	11428	39094
2262	11437	39103
2263	11448	39117
2264	11458	39129
2265	11466	39137
2266	11474	39140
2267	11486	39159
2268	11497	39175
2269	11510	39195
2270	11517	39196
2271	11529	39216
2272	11543	39242
2273	11556	39264
2274	11565	39270
2275	11575	39281
2276	11584	39291
2277	11596	39309
2278	11606	39323
2279	11620	39346
2280	11627	39349
2281	11638	39362
2282	11644	39361
2283	11655	39376
2284	11662	39376
2285	11677	39406
2286	11689	39424
2287	11697	39426
2288	11709	39444
2289	11717	39452
2290	11726	39457
2291	11737	39472
2292	11744	39473
2293	11754	39487
2294	11761	39485
2295	11770	39496
2296	11777	39496
2297	11788	39509
2298	11797	39517
2299	11813	39550
2300	11827	39574
2301	11837	39584
2302	11844	39587
2303	11855	39599
2304	11866	39614
2305	11879	39637
2306	11890	39649
2307	11902	39669
2308	11909	39668
2309	11921	39686
2310	11933	39705
2311	11940	39705
2312	11952	39723
2313	11970	39758
2314	11983	39782
2315	12001	39819
2316	12015	39841
2317	12025	39853
2318	12034	39861
2319	12047	39882
2320	12057	39891
2321	12071	39915
2322	12086	39944
2323	12100	39967
2324	12115	39994
2325	12125	40004
2326	12138	40024
2327	12150	40040
2328	12161	40055
2329	12171	40067
2330	12182	40079
2331	12189	40080
2332	12196	40082
2333	12204	40086
2334	12215	40100
2335	12222	40099
2336	12233	40112
2337	12247	40135
2338	12257	40147
2339	12271	40171
2340	12283	40187
2341	12299	40216
2342	12310	40232
2343	12317	40232
2344	12329	40248
2345	12340	40261
2346	12348	40264
2347	12361	40284
2348	12368	40287
2349	12378	40296
2350	12394	40325
2351	12405	40340
2352	12413	40342
2353	12424	40355
2354	12431	40355
2355	12440	40362
2356	12448	40367
2357	12459	40378
2358	12465	40376
2359	12471	40375
2360	12478	40373
2361	12486	40378
2362	12493	40378
2363	12504	40390
2364	12515	40404
2365	12524	40412
2366	12532	40413
2367	12541	40421
2368	12549	40423
2369	12562	40442
2370	12571	40449
2371	12577	40446
2372	12584	40448
2373	12595	40459
2374	12605	40468
2375	12612	40468
2376	12622	40479
2377	12629	40481
2378	12646	40512
2379	12661	40537
2380	12688	40601
2381	12710	40650
2382	12722	40664
2383	12740	40701
2384	12751	40714
2385	12763	40730
2386	12773	40738
2387	12788	40765
2388	12808	40807
2389	12819	40818
2390	12834	40843
2391	12847	40863
2392	12861	40885
2393	12870	40890
2394	12883	40909
2395	12891	40911
2396	12901	40923
2397	12912	40934
2398	12927	40959
2399	12937	40969
2400	12949	40985
2401	12964	41010
2402	12971	41010
2403	12982	41020
2404	12989	41021
2405	13009	41062
2406	13025	41090
2407	13041	41119
2408	13050	41122
2409	13059	41130
2410	13070	41142
2411	13080	41151
2412	13090	41159
2413	13109	41197
2414	13119	41204
2415	13131	41220
2416	13141	41228
2417	13148	41229
2418	13158	41238
2419	13165	41237
2420	13176	41250
2421	13185	41254
2422	13194	41259
2423	13203	41267
2424	13211	41267
2425	13221	41276
2426	13228	41277
2427	13237	41281
2428	13243	41279
2429	13254	41291
2430	13263	41296
2431	13272	41303
2432	13284	41316
2433	13291	41317
2434	13299	41318
2435	13306	41318
2436	13312	41313
2437	13322	41324
2438	13333	41334
2439	13343	41342
2440	13353	41352
2441	13360	41350
2442	13368	41354
2443	13380	41368
2444	13388	41370
2445	13397	41376
2446	13411	41395
2447	13420	41402
2448	13430	41409
2449	13439	41415
2450	13450	41428
2451	13458	41429
2452	13472	41449
2453	13489	41478
2454	13505	41506
2455	13517	41521
2456	13534	41550
2457	13551	41582
2458	13572	41622
2459	13586	41642
2460	13605	41677
2461	13617	41694
2462	13631	41712
2463	13643	41726
2464	13651	41729
2465	13665	41750
2466	13673	41751
2467	13683	41760
2468	13700	41788
2469	13713	41807
2470	13721	41809
2471	13728	41808
2472	13736	41809
2473	13747	41820
2474	13759	41833
2475	13767	41837
2476	13782	41859
2477	13794	41874
2478	13808	41892
2479	13818	41900
2480	13828	41908
2481	13838	41916
2482	13851	41935
2483	13862	41944
2484	13873	41955
2485	13882	41959
2486	13894	41972
2487	13904	41981
2488	13916	41995
2489	13926	42004
2490	13941	42024
2491	13950	42029
2492	13961	42040
2493	13972	42051
2494	13979	42051
2495	13995	42076
2496	14007	42089
2497	14017	42098
2498	14040	42143
2499	14055	42165
2500	14079	42216
2501	14093	42234
2502	14105	42247
2503	14113	42250
2504	14122	42256
2505	14133	42264
2506	14141	42267
2507	14156	42287
2508	14168	42301
2509	14178	42310
2510	14188	42318
2511	14199	42328
2512	14207	42328
2513	14220	42344
2514	14233	42359
2515	14242	42366
2516	14252	42373
2517	14263	42381
2518	14273	42390
2519	14284	42398
2520	14296	42412
2521	14309	42427
2522	14316	42428
2523	14325	42431
2524	14338	42446
2525	14349	42458
2526	14360	42468
2527	14374	42485
2528	14390	42510
2529	14398	42513
2530	14407	42516
2531	14414	42514
2532	14421	42513
2533	14430	42516
2534	14438	42519
2535	14449	42528
2536	14460	42537
2537	14468	42540
2538	14478	42547
2539	14489	42555
2540	14501	42569
2541	14514	42585
2542	14528	42603
2543	14538	42609
2544	14545	42607
2545	14555	42615
2546	14565	42620
2547	14573	42622
2548	14588	42644
2549	14601	42660
2550	14610	42662
2551	14619	42665
2552	14627	42668
2553	14641	42686
2554	14653	42698
2555	14662	42701
2556	14675	42716
2557	14689	42734
2558	14699	42741
2559	14709	42748
2560	14722	42765
2561	14732	42770
2562	14740	42773
2563	14754	42789
2564	14761	42787
2565	14771	42794
2566	14782	42803
2567	14790	42805
2568	14804	42822
2569	14813	42826
2570	14824	42836
2571	14836	42849
2572	14845	42851
2573	14854	42854
2574	14863	42858
2575	14871	42860
2576	14880	42862
2577	14888	42864
2578	14902	42880
2579	14913	42889
2580	14919	42886
2581	14929	42891
2582	14936	42889
2583	14944	42890
2584	14951	42886
2585	14957	42881
2586	14967	42888
2587	14975	42889
2588	14982	42886
2589	14994	42899
2590	15001	42897
2591	15013	42908
2592	15025	42921
2593	15043	42950
2594	15051	42951
2595	15069	42979
2596	15086	43006
2597	15101	43026
2598	15113	43037
2599	15121	43038
2600	15128	43036
2601	15138	43041
2602	15149	43050
2603	15160	43059
2604	15166	43054
2605	15178	43065
2606	15185	43063
2607	15193	43063
2608	15200	43062
2609	15212	43072
2610	15219	43070
2611	15225	43065
2612	15232	43061
2613	15242	43068
2614	15250	43068
2615	15259	43072
2616	15268	43073
2617	15276	43076
2618	15283	43073
2619	15291	43072
2620	15298	43071
2621	15306	43072
2622	15314	43072
2623	15321	43069
2624	15327	43063
2625	15337	43068
2626	15345	43069
2627	15353	43070
2628	15360	43066
2629	15368	43066
2630	15379	43074
2631	15390	43084
2632	15403	43099
2633	15409	43093
2634	15419	43098
2635	15426	43095
2636	15437	43103
2637	15442	43097
2638	15448	43092
2639	15458	43095
2640	15466	43097
2641	15472	43091
2642	15482	43098
2643	15489	43094
2644	15498	43097
2645	15504	43091
2646	15516	43102
2647	15529	43116
2648	15535	43112
2649	15544	43114
2650	15552	43114
2651	15559	43111
2652	15567	43110
2653	15576	43114
2654	15586	43120
2655	15594	43118
2656	15600	43114
2657	15610	43120
2658	15617	43116
2659	15624	43113
2660	15633	43117
2661	15640	43114
2662	15649	43117
2663	15656	43115
2664	15663	43112
2665	15675	43122
2666	15681	43116
2667	15686	43109
2668	15693	43106
2669	15703	43109
2670	15711	43111
2671	15717	43105
2672	15724	43101
2673	15733	43105
2674	15740	43103
2675	15747	43099
2676	15757	43105
2677	15765	43105
2678	15773	43106
2679	15785	43116
2680	15800	43134
2681	15809	43136
2682	15817	43136
2683	15825	43136
2684	15831	43131
2685	15838	43129
2686	15845	43124
2687	15853	43125
2688	15861	43126
2689	15870	43128
2690	15877	43124
2691	15888	43133
2692	15895	43128
2693	15903	43128
2694	15909	43124
2695	15917	43124
2696	15925	43123
2697	15933	43122
2698	15939	43118
2699	15950	43125
2700	15956	43121
2701	15963	43115
2702	15968	43108
2703	15975	43105
2704	15984	43107
2705	15990	43103
2706	15996	43097
2707	16012	43118
2708	16019	43113
2709	16025	43108
2710	16036	43117
2711	16044	43117
2712	16054	43120
2713	16061	43118
2714	16072	43125
2715	16079	43123
2716	16086	43120
2717	16098	43131
2718	16110	43141
2719	16121	43147
2720	16132	43155
2721	16139	43152
2722	16147	43151
2723	16155	43152
2724	16164	43155
2725	16171	43152
2726	16178	43149
2727	16186	43147
2728	16195	43150
2729	16201	43145
2730	16210	43145
2731	16218	43146
2732	16226	43145
2733	16232	43141
2734	16239	43138
2735	16248	43138
2736	16258	43143
2737	16266	43142
2738	16274	43143
2739	16280	43136
2740	16287	43134
2741	16296	43136
2742	16307	43143
2743	16313	43138
2744	16321	43137
2745	16328	43133
2746	16334	43129
2747	16343	43130
2748	16349	43125
2749	16357	43125
2750	16367	43129
2751	16376	43130
2752	16382	43125
2753	16388	43118
2754	16394	43112
2755	16401	43109
2756	16408	43107
2757	16415	43104
2758	16428	43116
2759	16438	43120
2760	16444	43116
2761	16452	43115
2762	16459	43111
2763	16469	43117
2764	16477	43116
2765	16486	43118
2766	16494	43116
2767	16501	43114
2768	16514	43126
2769	16522	43124
2770	16530	43125
2771	16541	43131
2772	16552	43139
2773	16560	43138
2774	16567	43133
2775	16573	43128
2776	16581	43129
2777	16589	43126
2778	16602	43140
2779	16610	43138
2780	16618	43140
2781	16627	43141
2782	16634	43137
2783	16643	43138
2784	16655	43148
2785	16665	43152
2786	16671	43146
2787	16684	43158
2788	16693	43162
2789	16700	43158
2790	16707	43154
2791	16714	43150
2792	16722	43150
2793	16730	43150
2794	16738	43148
2795	16745	43146
2796	16753	43144
2797	16763	43149
2798	16770	43145
2799	16781	43151
2800	16790	43154
2801	16797	43150
2802	16807	43153
2803	16813	43149
2804	16821	43148
2805	16829	43147
2806	16836	43143
2807	16845	43144
2808	16851	43139
2809	16862	43145
2810	16873	43151
2811	16879	43146
2812	16886	43142
2813	16897	43149
2814	16905	43148
2815	16912	43145
2816	16919	43143
2817	16930	43148
2818	16938	43148
2819	16945	43145
2820	16952	43140
2821	16960	43139
2822	16966	43135
2823	16980	43149
2824	16994	43164
2825	17004	43166
2826	17012	43165
2827	17022	43169
2828	17028	43165
2829	17039	43171
2830	17051	43180
2831	17059	43179
2832	17067	43178
2833	17078	43185
2834	17089	43190
2835	17096	43186
2836	17101	43179
2837	17115	43193
2838	17130	43209
2839	17142	43219
2840	17153	43225
2841	17159	43219
2842	17171	43227
2843	17179	43225
2844	17185	43219
2845	17191	43213
2846	17200	43214
2847	17205	43206
2848	17214	43207
2849	17220	43201
2850	17226	43195
2851	17234	43195
2852	17241	43191
2853	17250	43192
2854	17259	43193
2855	17266	43190
2856	17272	43183
2857	17281	43185
2858	17289	43184
2859	17299	43188
2860	17304	43180
2861	17312	43179
2862	17322	43182
2863	17331	43183
2864	17337	43176
2865	17343	43171
2866	17349	43164
2867	17359	43168
2868	17367	43167
2869	17375	43167
2870	17384	43167
2871	17392	43165
2872	17398	43159
2873	17407	43160
2874	17414	43158
2875	17422	43156
2876	17431	43156
2877	17437	43151
2878	17449	43159
2879	17456	43156
2880	17465	43157
2881	17472	43154
2882	17481	43154
2883	17487	43149
2884	17494	43144
2885	17499	43136
2886	17509	43140
2887	17515	43133
2888	17525	43138
2889	17532	43133
2890	17542	43137
2891	17548	43130
2892	17557	43131
2893	17563	43124
2894	17573	43130
2895	17581	43127
2896	17590	43129
2897	17596	43122
2898	17606	43127
2899	17613	43122
2900	17623	43126
2901	17630	43122
2902	17640	43126
2903	17646	43120
2904	17658	43126
2905	17665	43125
2906	17676	43129
2907	17682	43124
2908	17691	43124
2909	17697	43118
2910	17706	43120
2911	17713	43115
2912	17726	43126
2913	17735	43127
2914	17742	43123
2915	17750	43121
2916	17758	43120
2917	17766	43119
2918	17772	43112
2919	17778	43107
2920	17790	43114
2921	17798	43114
2922	17804	43107
2923	17811	43104
2924	17824	43113
2925	17832	43111
2926	17837	43103
2927	17843	43096
2928	17851	43096
2929	17859	43095
2930	17868	43096
2931	17875	43091
2932	17885	43094
2933	17894	43094
2934	17899	43087
2935	17906	43083
2936	17916	43085
2937	17921	43078
2938	17931	43081
2939	17936	43071
2940	17944	43070
2941	17952	43069
2942	17961	43070
2943	17969	43067
2944	17978	43069
2945	17984	43063
2946	17991	43059
2947	18001	43061
2948	18010	43062
2949	18016	43057
2950	18024	43053
2951	18036	43063
2952	18046	43065
2953	18051	43058
2954	18061	43060
2955	18067	43054
2956	18077	43058
2957	18086	43056
2958	18093	43054
2959	18101	43052
2960	18111	43055
2961	18118	43050
2962	18133	43065
2963	18145	43074
2964	18160	43088
2965	18172	43097
2966	18178	43091
2967	18187	43091
2968	18196	43090
2969	18202	43086
2970	18212	43088
2971	18222	43091
2972	18229	43086
2973	18235	43081
2974	18244	43080
2975	18251	43077
2976	18257	43071
2977	18264	43066
2978	18275	43072
2979	18283	43069
2980	18289	43064
2981	18296	43060
2982	18305	43059
2983	18311	43054
2984	18319	43052
2985	18325	43047
2986	18333	43043
2987	18342	43044
2988	18348	43038
2989	18355	43033
2990	18361	43026
2991	18369	43027
2992	18376	43020
2993	18381	43012
2994	18387	43006
2995	18393	43000
2996	18400	42995
2997	18407	42991
2998	18413	42984
2999	18423	42987
3000	18431	42986
3001	18438	42982
3002	18444	42975
3003	18452	42974
3004	18460	42972
3005	18469	42971
3006	18475	42967
3007	18483	42964
3008	18490	42959
3009	18497	42955
3010	18505	42955
3011	18512	42950
3012	18520	42947
3013	18529	42947
3014	18535	42942
3015	18542	42938
3016	18551	42938
3017	18557	42933
3018	18566	42931
3019	18576	42936
3020	18585	42934
3021	18592	42931
3022	18598	42925
3023	18605	42921
3024	18614	42920
3025	18621	42916
3026	18631	42920
3027	18641	42923
3028	18649	42919
3029	18656	42916
3030	18664	42913
3031	18671	42910
3032	18681	42912
3033	18688	42909
3034	18697	42908
3035	18706	42909
3036	18718	42915
3037	18726	42914
3038	18733	42910
3039	18741	42909
3040	18749	42905
3041	18757	42903
3042	18765	42902
3043	18775	42904
3044	18788	42913
3045	18795	42910
3046	18809	42921
3047	18819	42925
3048	18826	42920
3049	18836	42923
3050	18843	42918
3051	18852	42918
3052	18858	42911
3053	18863	42903
3054	18871	42900
3055	18881	42902
3056	18890	42903
3057	18899	42903
3058	18907	42901
3059	18914	42897
3060	18926	42904
3061	18933	42901
3062	18944	42904
3063	18952	42902
3064	18958	42896
3065	18965	42891
3066	18971	42885
3067	18976	42876
3068	18985	42876
3069	18992	42871
3070	19001	42872
3071	19007	42865
3072	19023	42880
3073	19031	42880
3074	19038	42875
3075	19047	42874
3076	19053	42868
3077	19060	42863
3078	19068	42862
3079	19079	42866
3080	19085	42860
3081	19091	42854
3082	19097	42847
3083	19104	42843
3084	19114	42844
3085	19120	42837
3086	19128	42836
3087	19138	42838
3088	19146	42836
3089	19158	42844
3090	19169	42848
3091	19184	42860
3092	19195	42865
3093	19201	42859
3094	19209	42857
3095	19215	42850
3096	19224	42849
3097	19230	42844
3098	19237	42838
3099	19243	42832
3100	19249	42825
3101	19259	42828
3102	19265	42821
3103	19273	42818
3104	19279	42812
3105	19288	42812
3106	19295	42807
3107	19302	42802
3108	19307	42794
3109	19315	42791
3110	19322	42787
3111	19328	42781
3112	19335	42776
3113	19346	42781
3114	19356	42782
3115	19362	42776
3116	19368	42769
3117	19375	42764
3118	19386	42768
3119	19393	42764
3120	19399	42758
3121	19408	42757
3122	19415	42754
3123	19422	42749
3124	19427	42741
3125	19435	42738
3126	19442	42732
3127	19448	42728
3128	19455	42722
3129	19461	42715
3130	19473	42722
3131	19479	42716
3132	19489	42716
3133	19495	42710
3134	19500	42702
3135	19508	42698
3136	19515	42694
3137	19522	42691
3138	19530	42688
3139	19537	42684
3140	19543	42677
3141	19556	42684
3142	19564	42682
3143	19571	42679
3144	19578	42674
3145	19584	42668
3146	19591	42662
3147	19598	42658
3148	19605	42653
3149	19612	42649
3150	19618	42642
3151	19624	42635
3152	19631	42630
3153	19638	42627
3154	19647	42627
3155	19655	42625
3156	19661	42618
3157	19667	42611
3158	19673	42604
3159	19683	42606
3160	19689	42600
3161	19699	42602
3162	19707	42598
3163	19717	42600
3164	19723	42594
3165	19729	42587
3166	19734	42578
3167	19742	42577
3168	19749	42571
3169	19754	42563
3170	19766	42568
3171	19776	42569
3172	19782	42564
3173	19790	42561
3174	19795	42552
3175	19802	42547
3176	19811	42547
3177	19816	42537
3178	19821	42528
3179	19827	42523
3180	19833	42516
3181	19842	42516
3182	19850	42512
3183	19858	42510
3184	19863	42503
3185	19870	42497
3186	19876	42490
3187	19881	42481
3188	19888	42477
3189	19898	42480
3190	19907	42478
3191	19913	42473
3192	19921	42469
3193	19928	42465
3194	19935	42460
3195	19942	42455
3196	19948	42448
3197	19956	42447
3198	19962	42439
3199	19969	42436
3200	19975	42428
3201	19980	42419
3202	19989	42419
3203	19995	42413
3204	20005	42413
3205	20012	42409
3206	20020	42406
3207	20025	42398
3208	20031	42390
3209	20038	42387
3210	20045	42382
3211	20053	42378
3212	20061	42376
3213	20068	42373
3214	20074	42365
3215	20082	42362
3216	20087	42353
3217	20093	42346
3218	20098	42338
3219	20104	42332
3220	20109	42323
3221	20119	42325
3222	20125	42318
3223	20133	42314
3224	20141	42311
3225	20149	42309
3226	20155	42303
3227	20160	42293
3228	20173	42302
3229	20185	42308
3230	20197	42314
3231	20210	42322
3232	20216	42315
3233	20223	42310
3234	20232	42309
3235	20238	42302
3236	20243	42294
3237	20250	42289
3238	20256	42283
3239	20265	42283
3240	20274	42280
3241	20281	42276
3242	20287	42269
3243	20294	42264
3244	20299	42256
3245	20304	42248
3246	20311	42243
3247	20318	42238
3248	20325	42233
3249	20333	42231
